Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-112043,PLC beta mediated events,4,67,0.004362831,0.231016734,0.518614855,8,32,0.00220964,9606,Homo sapiens,CAMK2B;PRKAR1A;ITPR3;CAMK2G,,R-HSA-9618834;R-HSA-169683;R-HSA-169680;R-HSA-442725;R-HSA-111925;R-HSA-8951727;R-HSA-9617583;R-HSA-444792
R-HSA-6807004,Negative regulation of MET activity,2,25,0.001627922,0.23234864,0.518614855,3,12,8.29E-04,9606,Homo sapiens,UBC,,R-HSA-8875431;R-HSA-8875443;R-HSA-8875183
R-HSA-9629569,Protein hydroxylation,2,25,0.001627922,0.23234864,0.518614855,2,10,6.91E-04,9606,Homo sapiens,U2AF2;RPL8,,R-HSA-9630993;R-HSA-9630022
R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,9,184,0.011981507,0.234439528,0.518614855,15,132,0.009114763,9606,Homo sapiens,RAD52;NR4A2;NCOR2;CBX8;CRB2;CBX4;NSMCE2;SCMH1;PPARGC1A,,R-HSA-4551655;R-HSA-3108203;R-HSA-4570499;R-HSA-4551727;R-HSA-3927824;R-HSA-3296126;R-HSA-4755526;R-HSA-3903017;R-HSA-3927886;R-HSA-2997723;R-HSA-4655440;R-HSA-4570463;R-HSA-4568863;R-HSA-3108212;R-HSA-3108209
R-HSA-9035034,RHOF GTPase cycle,3,46,0.002995377,0.237487243,0.518614855,2,3,2.07E-04,9606,Homo sapiens,SOWAHC;ARHGAP39;VAMP3,,R-HSA-9693282;R-HSA-9693125
R-HSA-6806003,Regulation of TP53 Expression and Degradation,3,46,0.002995377,0.237487243,0.518614855,7,35,0.002416793,9606,Homo sapiens,UBC,,R-HSA-5689972;R-HSA-6804724;R-HSA-6804879;R-HSA-6804942;R-HSA-3215295;R-HSA-6804441;R-HSA-3215310
R-HSA-156590,Glutathione conjugation,4,68,0.004427948,0.238781411,0.518614855,3,14,9.67E-04,9606,Homo sapiens,GSTM4;CBX8;THRSP,,R-HSA-176054;R-HSA-176059;R-HSA-1247935
R-HSA-192823,Viral mRNA Translation,6,114,0.007423325,0.240570323,0.518614855,2,2,1.38E-04,9606,Homo sapiens,NAB1;UBC;RPL8;RPS21,,R-HSA-192704;R-HSA-192841
R-HSA-376176,Signaling by ROBO receptors,11,235,0.015302468,0.244826226,0.518614855,12,60,0.004143074,9606,Homo sapiens,LDB1;GPC1;NAB1;UBC;MSI1;ARHGAP39;RPL8;RPS21,,R-HSA-428518;R-HSA-9010539;R-HSA-9010541;R-HSA-9014652;R-HSA-9011313;R-HSA-8986083;R-HSA-9011347;R-HSA-9014610;R-HSA-9011346;R-HSA-428522;R-HSA-9011300;R-HSA-428536
R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,2,26,0.001693039,0.245763917,0.518614855,2,3,2.07E-04,9606,Homo sapiens,UBC,,R-HSA-179417;R-HSA-179421
R-HSA-9636383,Prevention of phagosomal-lysosomal fusion,2,26,0.001693039,0.245763917,0.518614855,2,11,7.60E-04,9606,Homo sapiens,UBC,,R-HSA-9636439;R-HSA-9636461
R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,2,26,0.001693039,0.245763917,0.518614855,1,23,0.001588178,9606,Homo sapiens,UBC,,R-HSA-1225956
R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,2,26,0.001693039,0.245763917,0.518614855,1,23,0.001588178,9606,Homo sapiens,UBC,,R-HSA-1225956
R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,6,115,0.007488442,0.246530766,0.518614855,4,16,0.00110482,9606,Homo sapiens,NAB1;UBC;RPL8;RPS21,,R-HSA-9633008;R-HSA-9633742;R-HSA-9634669;R-HSA-9633005
R-HSA-9646399,Aggrephagy,3,47,0.003060494,0.247139117,0.518614855,13,15,0.001035769,9606,Homo sapiens,HSF1;UBC,,R-HSA-9646354;R-HSA-9646679;R-HSA-9641111;R-HSA-9646390;R-HSA-9641109;R-HSA-9646685;R-HSA-9641089;R-HSA-9640480;R-HSA-9641127;R-HSA-9646347;R-HSA-9641096;R-HSA-9646383;R-HSA-9646348
R-HSA-9013694,Signaling by NOTCH4,5,92,0.005990753,0.248206688,0.518614855,12,20,0.001381025,9606,Homo sapiens,SNED1;UBC;TACC3;RBPJ,,R-HSA-9604642;R-HSA-9604675;R-HSA-9604451;R-HSA-9604550;R-HSA-9013693;R-HSA-9604471;R-HSA-9013711;R-HSA-9604629;R-HSA-9604664;R-HSA-9604553;R-HSA-9604606;R-HSA-9604446
R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,6,116,0.007553559,0.252533475,0.518614855,22,60,0.004143074,9606,Homo sapiens,MEF2A;BCAM;TNIP2;UBC;FOS,,R-HSA-168166;R-HSA-975147;R-HSA-5684275;R-HSA-5684273;R-HSA-450337;R-HSA-9750942;R-HSA-5684250;R-HSA-450346;R-HSA-5684248;R-HSA-450358;R-HSA-975103;R-HSA-450292;R-HSA-450325;R-HSA-5684261;R-HSA-451634;R-HSA-9750946;R-HSA-975097;R-HSA-9758604;R-HSA-168184;R-HSA-199929;R-HSA-975122;R-HSA-5684267
R-HSA-3304349,Loss of Function of SMAD2/3 in Cancer,1,8,5.21E-04,0.253470933,0.518614855,2,2,1.38E-04,9606,Homo sapiens,SMAD2,,R-HSA-3304394;R-HSA-3315483
R-HSA-5340588,Signaling by RNF43 mutants,1,8,5.21E-04,0.253470933,0.518614855,1,1,6.91E-05,9606,Homo sapiens,FZD4,,R-HSA-5340587
R-HSA-9022537,Loss of MECP2 binding ability to the NCoR/SMRT complex,1,8,5.21E-04,0.253470933,0.518614855,1,1,6.91E-05,9606,Homo sapiens,NCOR2,,R-HSA-9005585
R-HSA-5635851,GLI proteins bind promoters of Hh responsive genes to promote transcription,1,8,5.21E-04,0.253470933,0.518614855,3,4,2.76E-04,9606,Homo sapiens,GLI2,,R-HSA-5635846;R-HSA-5635853;R-HSA-5635848
R-HSA-8937144,Aryl hydrocarbon receptor signalling,1,8,5.21E-04,0.253470933,0.518614855,3,5,3.45E-04,9606,Homo sapiens,HSP90AB1,,R-HSA-8937169;R-HSA-8936849;R-HSA-8937191
R-HSA-111457,Release of apoptotic factors from the mitochondria,1,8,5.21E-04,0.253470933,0.518614855,2,4,2.76E-04,9606,Homo sapiens,BAK1,,R-HSA-114307;R-HSA-114284
R-HSA-351143,Agmatine biosynthesis,1,8,5.21E-04,0.253470933,0.518614855,1,2,1.38E-04,9606,Homo sapiens,AZIN2,,R-HSA-350598
R-HSA-5632681,Ligand-receptor interactions,1,8,5.21E-04,0.253470933,0.518614855,1,4,2.76E-04,9606,Homo sapiens,CDON,,R-HSA-5632652
R-HSA-5362798,Release of Hh-Np from the secreting cell,1,8,5.21E-04,0.253470933,0.518614855,1,5,3.45E-04,9606,Homo sapiens,NOTUM,,R-HSA-5362553
R-HSA-8943724,Regulation of PTEN gene transcription,4,70,0.004558182,0.254485928,0.518614855,4,15,0.001035769,9606,Homo sapiens,RPTOR;CBX8;CBX4;SCMH1,,R-HSA-8944104;R-HSA-8943817;R-HSA-8944457;R-HSA-8944454
R-HSA-111996,Ca-dependent events,3,48,0.00312561,0.256850136,0.518614855,6,27,0.001864383,9606,Homo sapiens,CAMK2B;PRKAR1A;CAMK2G,,R-HSA-9618834;R-HSA-442725;R-HSA-111925;R-HSA-8951727;R-HSA-9617583;R-HSA-444792
R-HSA-9607240,FLT3 Signaling,3,48,0.00312561,0.256850136,0.518614855,2,43,0.002969203,9606,Homo sapiens,UBC;FYN,,R-HSA-9706354;R-HSA-9605259
R-HSA-975155,MyD88 dependent cascade initiated on endosome,6,117,0.007618676,0.25857647,0.518614855,23,75,0.005178843,9606,Homo sapiens,MEF2A;BCAM;TNIP2;UBC;FOS,,R-HSA-975118;R-HSA-168166;R-HSA-975147;R-HSA-5684275;R-HSA-5684273;R-HSA-450337;R-HSA-9750942;R-HSA-5684250;R-HSA-450346;R-HSA-5684248;R-HSA-450358;R-HSA-975103;R-HSA-450292;R-HSA-450325;R-HSA-5684261;R-HSA-451634;R-HSA-9750946;R-HSA-975097;R-HSA-9758604;R-HSA-168184;R-HSA-199929;R-HSA-975122;R-HSA-5684267
R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,2,27,0.001758156,0.259206167,0.518614855,2,2,1.38E-04,9606,Homo sapiens,UBC,,R-HSA-5690997;R-HSA-5691001
R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,2,27,0.001758156,0.259206167,0.518614855,2,2,1.38E-04,9606,Homo sapiens,CAMK2B;CAMK2G,,R-HSA-442732;R-HSA-442760
R-HSA-211979,Eicosanoids,2,27,0.001758156,0.259206167,0.518614855,4,6,4.14E-04,9606,Homo sapiens,PTGIS;CYP4F22,,R-HSA-76496;R-HSA-5602295;R-HSA-211873;R-HSA-215526
R-HSA-8876384,Listeria monocytogenes entry into host cells,2,27,0.001758156,0.259206167,0.518614855,4,13,8.98E-04,9606,Homo sapiens,UBC,,R-HSA-8876262;R-HSA-8876258;R-HSA-8876255;R-HSA-8877003
R-HSA-175474,Assembly Of The HIV Virion,2,27,0.001758156,0.259206167,0.518614855,4,16,0.00110482,9606,Homo sapiens,UBC,,R-HSA-184323;R-HSA-3149434;R-HSA-3149454;R-HSA-184269
R-HSA-5627123,RHO GTPases activate PAKs,2,27,0.001758156,0.259206167,0.518614855,3,15,0.001035769,9606,Homo sapiens,MYH14;MYL12B,,R-HSA-5668932;R-HSA-5668978;R-HSA-419232
R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,2,27,0.001758156,0.259206167,0.518614855,1,9,6.21E-04,9606,Homo sapiens,UBC,,R-HSA-9705738
R-HSA-114608,Platelet degranulation ,7,141,0.009181481,0.259593124,0.518614855,4,11,7.60E-04,9606,Homo sapiens,LGALS3BP;BRPF3;CD109;ITGA2B;CD9;VEGFA,,R-HSA-481044;R-HSA-482772;R-HSA-481009;R-HSA-481007
R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,4,71,0.004623299,0.262416617,0.518614855,5,53,0.003659716,9606,Homo sapiens,DOK1;UBC;ARAP1,,R-HSA-8848774;R-HSA-8848864;R-HSA-8848829;R-HSA-8848873;R-HSA-8848776
R-HSA-8848021,Signaling by PTK6,4,71,0.004623299,0.262416617,0.518614855,5,53,0.003659716,9606,Homo sapiens,DOK1;UBC;ARAP1,,R-HSA-8848774;R-HSA-8848864;R-HSA-8848829;R-HSA-8848873;R-HSA-8848776
R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,6,118,0.007683792,0.264657766,0.518614855,23,79,0.005455048,9606,Homo sapiens,MEF2A;BCAM;TNIP2;UBC;FOS,,R-HSA-975118;R-HSA-168166;R-HSA-975147;R-HSA-5684275;R-HSA-5684273;R-HSA-450337;R-HSA-9750942;R-HSA-5684250;R-HSA-450346;R-HSA-5684248;R-HSA-450358;R-HSA-975103;R-HSA-450292;R-HSA-450325;R-HSA-5684261;R-HSA-451634;R-HSA-9750946;R-HSA-975097;R-HSA-9758604;R-HSA-168184;R-HSA-199929;R-HSA-975122;R-HSA-5684267
R-HSA-5674135,MAP2K and MAPK activation,3,49,0.003190727,0.266611981,0.518614855,8,12,8.29E-04,9606,Homo sapiens,ITGA2B;KSR2,,R-HSA-9657603;R-HSA-5672980;R-HSA-5672978;R-HSA-9657606;R-HSA-5672972;R-HSA-5672973;R-HSA-9657608;R-HSA-9657599
R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,3,49,0.003190727,0.266611981,0.518614855,7,23,0.001588178,9606,Homo sapiens,CAMK2B;GRIN2C;CAMK2G,,R-HSA-9611030;R-HSA-9609738;R-HSA-9609739;R-HSA-9611368;R-HSA-9610750;R-HSA-9610879;R-HSA-9610653
R-HSA-5675221,Negative regulation of MAPK pathway,3,49,0.003190727,0.266611981,0.518614855,2,17,0.001173871,9606,Homo sapiens,DUSP2;UBC,,R-HSA-5674022;R-HSA-5675373
